date,title,review,rating
5/19/2023 19:13,Honestly perfect,"There is really no problem with this app, only suggestion I have is a ""clear all chats"" button",5
5/19/2023 16:01,Made easy,This Mobile App works very well and is effective super excited to use and get more updated info from the AI,5
5/19/2023 14:38,Life changing,"The ChatGPT app has been a game-changer for me. Its insightful responses, vast knowledge base, and user-friendly interface make it an invaluable companion. Highly recommended for productivity and knowledge expansion.",5
5/19/2023 14:15,The one I?€?ve been waiting for!,After so many fake apps that use gpt happy to finally have an official app from open ai themselves!,5
5/19/2023 14:15,App is useless without giving your phone number.,This app does nothing unless you give up your privacy and give them your phone number. I don?€?t see how this got approved. I thought apps were required to provide minimum functionality unless they were a ?€?reader app?€? for existing content like an ebook reader.,1
5/19/2023 14:07,I have a question,"I can?€?t verify my email, it?€?s give 
Not available
OpenAI's services are not available in your country.
Can you help me with this ASAP.",5
5/31/2023 13:42,Great app,"This app is definitely amazing, but it hasn?€?t been updated since 2021, so some of the information that I need, is wrong. Other than that, though, this app is great.",4
5/19/2023 13:12,Finally!,Official ChatGPT app is finally here! Now no longer need to use the slow web version. It?€?s the ChatGPT we all know. Nothing much to talk about.,5
5/19/2023 10:32,I Love This App!,I love this app because it helps me with my rough drafts. It gives me a accurate information and it helps me think and learn better.,5
5/19/2023 2:35,Phone heats up pretty quickly!,"It is great to have ChatGPT app handy, however  it looks like the app is using a lot of RAM on my phone to process through questions. This has heated up my phone in less than 20mins of usage. 
I would rather use a mobile web version on ChatGPT instead of the App.",2
5/18/2023 22:08,Absolutely Amazing,"I?€?m so glad this finally made its way to the App Store! So convenient when I?€?m not at my laptop, and definitely still one of the best AI chat systems to exist!!",5
5/18/2023 18:58,Love the speech to text feature,Love the speech to text feature. The only feature missing now is chat plugins!,5
7/21/2023 4:51,SLOW despite paying $20/month,If you?€?re going to be charging $20/month I expect better than having to wait sometimes 2-3 minutes for the app to load.,3
7/2/2023 16:49,Dreams come true,6 years ago I had an idea that seemed impossible at the time. This tech made it real. Thank you.,5
6/24/2023 16:57,Unlock Full Potential: Paid Users Demand Plugin Access!,"This app is excellent, but as a paid user, I'd appreciate if they could include plugin functionality like in the desktop version.",4
5/27/2023 10:08,great app but a suggestion.,"Hello. As i am blind, I need gpt-4's image recognition. As be my eyes is so slow to release gpt virtual volunteering, please give me access to gpt-4. I will use it for accessibility and blind helping tool.",5
5/26/2023 19:59,Its good but when sign up with DOB takes too long to find my DOB,Its so much easier just type in DOB than had to find in calender!,5
5/25/2023 2:11,Errors,It won?€?t let me sign in. I?€?ve already had an account with the website but now it keeps saying I can?€?t use my phone number to sign in and that my account has been flagged because of not letting me log into my already made account,2
5/22/2023 15:05,No button to cancel the request was found.,The network delay causes the service to keep requesting. The current chat is blocked but there is no function to revoke the request. Only the new chat can be opened.,3
5/20/2023 8:00,I liked it!,Much better and faster than the browser thank you open AI,5
5/19/2023 21:56,Well made iOS app,"Excellent use of haptic feedback, good visual design, dark mode, and clean UI.  Most companies phone it in with iOS but ChatGPT?€?s app is actually really well made.",5
5/19/2023 17:24,Gets all the answer?€?s Instantly,This App is significant change to the entire mobile eco system.,5
5/19/2023 13:24,Impressive technology,AI help me a lot. I did not expect it will be that much good. It?€?s seems like someone other side if the computer telling the answer.,5
5/18/2023 19:06,Pocket Assistant,I?€?ve been using ChatGBT for months and I?€?m so excited for the app. This AI is like having the knowledge of the world at your fingertips and a top rate problem solver in your pocket.,5
5/18/2023 19:02,So good,"Having used ChatGPT for some time now, am still so blown away by its intricate grasp of natural language. The app is really performant as well, have been waiting for this!!",5
5/18/2023 17:40,Love native app and haptic feedback,"Love having a native app for ChatGPT, and particularly appreciate the haptic feedback. I wish it was easier to start a new chat, perhaps by swiping to the left or right.",5
6/6/2023 2:42,we need a UI fit the iPad screen,It is always hard to browsing that iPhone screen on IPad. Waiting for your improvement.,4
6/16/2023 15:02,Doesn?€?t really help as much as advertised.,Most questions you ask the computer won?€?t have an answer to.   It?€?s data set is out of date so if you ask it questions about recent things it?€?s won?€?t have an answer.   This is hardly AI and much less helpful than a basic google search.,1
5/18/2023 23:45,Phone get really hot,"App is really well designed easy to use and the haptics are insanely good! The only drawback is the phone gets hot, lack of optimization probably?€?a quick update should fix that!",4
5/25/2023 21:37,Considerably worse responses than web,It appears the mobile app is configured for the model to use significantly fewer tokens when generating a response. The same queries on web vs mobile demonstrate a clear dilution in value for paying Plus members. Very poor customer experience.,2
5/24/2023 0:44,Very clean?€? BUT,"The only thing I would ask for is both Word/character search (equivalent to ctrl+f on windows), and LaTeX. I see the \frac{4}{3}, etc but it doesn?€?t render on the app yet.",5
5/23/2023 22:23,Nice move OpenAI,"This is perfect for those that don?€?t want to use the website, thanks for being fast to release it.",5
5/22/2023 15:51,I like this app so much!,You can Ask any questions you want. I tried with spanish and it worked!,5
5/21/2023 17:32,THIS APP DEFENDS PEDOPHILES?!?,"I tried to have it write something that protected children in schools against abuse by their teachers and it said it was against their private policy. Like what??? Teachers attracted to their students should not be protected. It even said that trying to write something protective about the students was offensive to the pedophiles. This app defends pedophiles, I don?€?t care if it calls them MAPs.",1
